,BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
22,Nan,Nan,Nan,Nan,Nan,Nan,Indianwear-Women
23,kashish,embroidered viscose blend round neck womens calf length kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
24,juniper,floral round neck rayon womens a-line dress - green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2499",999,60% off,Indianwear-Women
25,kashish,embroidered viscose blend mandarin womens festive set - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3299",1649,50% off,Indianwear-Women
0,juniper,geometric rayon mandarin womens kurta palazzo set - peach,"Size:Large,Medium,Small,X-Large","Rs
2999",899,70% off,Indianwear-Women
1,jack and jones,pu regular slip on mens slides - white,"Size:40,41,42,43,44,45","Rs
1499",1049,30% off,Indianwear-Women
2,kashish,embroidered viscose blend mandarin womens festive set - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2799",1399,50% off,Indianwear-Women
3,myshka,embroidered silk blend round neck womens kurta palazzo set - navy,"Size:Medium,Small,X-Large,XX-Large","Rs
5999",1499,75% off,Indianwear-Women
4,indya,shraddha kapoor for indya blush sequin strap crop top with attached dupatta - pink,"Size:Large,X-Large,X-Small","Rs
1800",1440,20% off,Indianwear-Women
5,infuse,solid mandarin viscose womens calf length kurta - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
6,stop,womens printed knee length daily wear kurta - green,"Size:S,X-Small","Rs
799",399,50% off,Indianwear-Women
7,myshka,printed chanderi round neck womens kurta palazzo set - green,"Size:Large,Medium,Small,XX-Large","Rs
4999",749,85% off,Indianwear-Women
8,varanga,gotta patti printed silk v-neck womens regular fit kurta - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2799",839,70% off,Indianwear-Women
9,haute curry,full length flex woven womens pants - grey,"Size:Large,Medium,Small,X-Large","Rs
1299",649,50% off,Indianwear-Women
10,varanga,embellished round neck cotton womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",899,70% off,Indianwear-Women
11,infuse,printed shirt collar rayon womens shirt dress - olive,"Size:Medium,Small,X-Small","Rs
1199",479,60% off,Indianwear-Women
12,aurelia,printed viscose round neck womens straight kurta - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1399",979,30% off,Indianwear-Women
13,stop,mandarin collar womens kurta - mustard,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1199",479,60% off,Indianwear-Women
14,haute curry,round neck cotton slub regular womens dress - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
15,haute curry,embroidered flex collar neck womens casual tunic - mint,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
899",449,50% off,Indianwear-Women
16,kashish,embroidered viscose blend mandarin womens gathered kurta - rose,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1999",999,50% off,Indianwear-Women
17,stop,printed cotton mandarin womens knee length kurta - sky blue,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large","Rs
799",399,50% off,Indianwear-Women
18,stop,solid flex womens full length palazzos - yellow,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
799",319,60% off,Indianwear-Women
19,juniper,printed rayon collar neck womens tiered dress - cream,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
3099",1549,50% off,Indianwear-Women
20,stop,printed cotton mandarin womens knee length kurta - fuschia,"Size:XL,Large,Medium,Small,X-Small,XX-Large,XXX-Large","Rs
899",629,30% off,Indianwear-Women
21,stop,solid calf length casual wear kurta - dusty peach,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1099",549,50% off,Indianwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Indianwear-Women
23,infuse,printed v neck regular fit womens tunic - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1799",899,50% off,Indianwear-Women
24,stop,printed rayon round neck womens tunic - fuchsia,"Size:XL,Large,Medium,Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
25,infuse,solid mandarin viscose womens calf length kurta - coral,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
0,infuse,printed rayon mandarin neck womens high low tunic - red,"Size:Large,Medium,Small","Rs
999",399,60% off,Indianwear-Women
1,kashish,embroidered viscose blend round neck womens a-line kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2499",1249,50% off,Indianwear-Women
2,infuse,solid rayon dobby mandarin neck womens high low tunic - coral,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
999",399,60% off,Indianwear-Women
3,infuse,solid mandarin viscose womens calf length kurta - charcoal,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
4,stop,printed cotton mandarin womens knee length kurta - indigo,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large","Rs
799",559,30% off,Indianwear-Women
5,kashish,embroidered viscose blend mandarin womens a-line kurta - sea green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1999",999,50% off,Indianwear-Women
6,kashish,embroidered viscose blend round neck womens festive set - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3499",1749,50% off,Indianwear-Women
7,ziyaa,floral round neck crepe womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2010",703,65% off,Indianwear-Women
8,juniper,embroidered mandarin rayon womens kurta pant set - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2499",874,65% off,Indianwear-Women
9,juniper,embroidered rayon round neck womens straight kurta - mustard,"Size:Large,Medium,Small,X-Large","Rs
2599",779,70% off,Indianwear-Women
10,yuris,ethnic motifs round neck cotton womens kurta set - multi,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
3999",1399,65% off,Indianwear-Women
11,stop,printed mandarin collar straight fit womens kurta - green,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large","Rs
799",399,50% off,Indianwear-Women
12,biba,printed cotton v-neck womens salwar kurta dupatta set - coral,"Size:32,34,36,38,40,42","Rs
3999",2799,30% off,Indianwear-Women
13,infuse,woven poly silk dupatta - maroon,Nan,"Rs
999",399,60% off,Indianwear-Women
14,biba,printed v neck cotton womens kurta palazzo - sky blue,"Size:32,34,36,38,40,42","Rs
3599",2519,30% off,Indianwear-Women
15,myshka,printed cotton square neck womens regular kurta - navy,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",749,75% off,Indianwear-Women
16,varanga,embroidered silk blend round neck womens ethnic set - blue,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,1979,Nan,Indianwear-Women
17,infuse,solid mandarin viscose womens calf length kurta - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
18,kashish,embroidered viscose blend mandarin womens ethnic set - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2999",1499,50% off,Indianwear-Women
19,juniper,womens mint georgette printed anarkali kurta with poly crepe straight palazzo - mint,"Size:Large,Medium,Small,X-Large,X-Small","Rs
4499",2249,50% off,Indianwear-Women
20,stop,solid cotton lycra womens full length palazzos - navy,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
999",399,60% off,Indianwear-Women
21,kashish,embroidered viscose blend round neck womens straight kurta - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Indianwear-Women
23,ziyaa,geometric round neck polyester womens ethnic set - cream,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2847",996,65% off,Indianwear-Women
24,infuse,printed viscose full length womens palazzo - black,"Size:Large,Medium,Small,X-Large","Rs
1099",549,50% off,Indianwear-Women
25,kashish,embroidered viscose blend round neck womens straight kurta - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
0,juniper,printed cotton v neck womens flared dress - purple,"Size:Large,Medium,Small","Rs
2599",1299,50% off,Indianwear-Women
1,ziyaa,floral mandarin crepe womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2990",1196,60% off,Indianwear-Women
2,myshka,solid cotton round neck womens kurta palazzo set - navy,",Medium,Small,X-Large,XX-Large","Rs
3999",999,75% off,Indianwear-Women
3,ziyaa,floral v-neck rayon womens salwar kurta and dupatta set - cream,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
4377",1750,60% off,Indianwear-Women
4,juniper,printed cotton mandarin womens a line tunic - pink,"Size:Large,Medium,Small,X-Large","Rs
1299",649,50% off,Indianwear-Women
5,infuse,floral round neck regular fit womens tunic - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
6,kashish,embroidered round neck straight fit womens kurta - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
7,kashish,embroidered viscose blend round neck womens festive set - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3499",1749,50% off,Indianwear-Women
8,ziyaa,floral polyester round neck womens straight kurta - peacock,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1987",794,60% off,Indianwear-Women
9,stop,printed cotton womens 3/4th sleeves kurta - peach,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
10,infuse,solid mandarin viscose womens calf length kurta - sage,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
11,stop,printed cotton mandarin womens knee length kurta - olive,"Size:XL,Large,Medium,Small,X-Small,XX-Large,XXX-Large","Rs
899",629,30% off,Indianwear-Women
12,yuris,bandhni cotton round neck womens regular kurta - multi,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1399",629,55% off,Indianwear-Women
13,stop,printed rayon round neck womens tunic - purple,"Size:XL,Large,Medium,Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
14,kashish,embroidered viscose blend round neck womens straight kurta - off white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1999",999,50% off,Indianwear-Women
15,infuse,printed rayon mandarin neck womens high low tunic - blue,"Size:Medium,Small","Rs
999",399,60% off,Indianwear-Women
16,juniper,printed rayon round neck womens flared dress - mustard,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2799",979,65% off,Indianwear-Women
17,myshka,printed round neck womens tunic - off white,",Medium,Small,X-Large,XX-Large","Rs
1999",599,70% off,Indianwear-Women
18,biba,printed v neck flared womens kurta - green,"Size:36,38,40,42","Rs
1999",1199,40% off,Indianwear-Women
19,stop,printed rayon v neck womens tunic - navy,"Size:XL,Large,Medium,Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
20,varanga,printed cotton round neck womens regular fit kurta - mustard,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2199",659,70% off,Indianwear-Women
21,stop,rayon womens 3/4th sleeves kurta - indigo,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1199",599,50% off,Indianwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Indianwear-Women
23,ziyaa,printed round neck rayon womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2430",972,60% off,Indianwear-Women
24,stop,solid straight fit cotton lycra womens casual wear pants - red,"Size:S,X-Small","Rs
899",359,60% off,Indianwear-Women
25,biba,printed round neck rayon womens kurta - pink,"Size:32,34,36,38,40,42","Rs
1799",1439,20% off,Indianwear-Women
0,infuse,solid viscose blend mandarin neck womens a-line kurta - peach,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Indianwear-Women
1,yuris,solid regular fit cotton womens western trousers - navy,"Size:28,30,32,34,36,38","Rs
1699",594,65% off,Indianwear-Women
2,stop,solid rayon collar neck womens casual tunic - off white,"Size:XL,Large,Medium,Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
3,juniper,printed rayon mandarin womens flared dress - cream,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
3699",1479,60% off,Indianwear-Women
4,juniper,printed cotton mandarin womens straight tunic - sky blue,"Size:Large,Medium,Small,X-Large","Rs
1499",674,55% off,Indianwear-Women
5,myshka,printed cotton round neck womens kurta palazzo set - multi,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
5499",1099,80% off,Indianwear-Women
6,myshka,printed polyester round neck womens dress - navy,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1599",479,70% off,Indianwear-Women
7,stop,solid flared fit rayon womens casual wear palazzo - grey,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
799",319,60% off,Indianwear-Women
8,indya,embellished cotton round neck womens kurta - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3400",2720,20% off,Indianwear-Women
9,infuse,printed rayon mandarin neck womens high low tunic - coral,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",399,60% off,Indianwear-Women
10,kashish,embroidered viscose blend round neck womens straight kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
11,stop,solid calf length casual wear kurta - mouse,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1099",549,50% off,Indianwear-Women
12,juniper,printed rayon round neck womens flared dress - red,"Size:Large,Medium,Small,X-Large","Rs
2499",999,60% off,Indianwear-Women
13,kashish,embroidered viscose blend round neck womens calf length kurta - olive,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
14,juniper,solid cotton mandarin womens a line kurta - purple,"Size:Large,Medium,Small,X-Large","Rs
1699",849,50% off,Indianwear-Women
15,ziyaa,geometric round neck georgette womens ethnic set - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2077",934,55% off,Indianwear-Women
16,myshka,printed cotton round neck womens kurta palazzo set - pink,"Size:Large,Medium,Small,XX-Large","Rs
2999",899,70% off,Indianwear-Women
17,varanga,embellished round neck cotton womens ethnic set - yellow,"Size:Large,Medium,Small,X-Large,X-Small","Rs
7999",2399,70% off,Indianwear-Women
18,varanga,zari round neck straight designer womens kurtas - blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",899,70% off,Indianwear-Women
19,myshka,printed cotton round neck womens regular kurta - brown,"Size:Large,Medium,Small","Rs
1499",449,70% off,Indianwear-Women
20,yuris,floral round neck cotton womens kurta set - multi,"Size:Medium,Small,X-Large,XXX-Large","Rs
3999",1399,65% off,Indianwear-Women
21,infuse,solid mandarin viscose womens calf length kurta - mint,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Indianwear-Women
23,infuse,printed shirt collar rayon womens shirt dress - maroon,"Size:Small,X-Small","Rs
1199",479,60% off,Indianwear-Women
24,infuse,printed rayon mandarin neck womens high low tunic - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
999",399,60% off,Indianwear-Women
25,myshka,printed cotton mandarin womens kurta palazzo set - multi,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",749,75% off,Indianwear-Women
0,infuse,printed cambric mandarin neck womens princess line shirt top - teal,"Size:Large,Medium,Small,X-Small","Rs
1199",359,70% off,Indianwear-Women
1,stop,embroidered rayon womens full length palazzo - grey,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
999",399,60% off,Indianwear-Women
2,infuse,printed round neck regular fit womens kurta - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
3,stop,printed mandarin collar straight fit womens kurta - olive,"Size:S,M,L,X-Large,X-Small,XXX-Large","Rs
799",399,50% off,Indianwear-Women
4,stop,printed rayon round neck womens tunic - grey,"Size:XL,Large,Medium,Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
5,sanaa,printed rayon mandarin womens kurti - navy,"Size:Large,Medium,Small,XX-Large","Rs
1049",524,50% off,Indianwear-Women
6,infuse,printed rayon crape round neck womens pin tuck top - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
699",349,50% off,Indianwear-Women
7,haute curry,round neck rayon regular womens dress - mint,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
8,ziyaa,printed collar neck crepe womens ethnic set - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2536",887,65% off,Indianwear-Women
9,yuris,floral cotton round neck womens salwar suit - multi,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3499",1399,60% off,Indianwear-Women
10,haute curry,all over print shirt collar regular womens tunics & tops - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
11,haute curry,solid round neck regular womens tunics & tops - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
699",349,50% off,Indianwear-Women
12,indya,printed chiffon v neck womens kurta - yellow,"Size:Large,Small,X-Large,XX-Large","Rs
2950",2360,20% off,Indianwear-Women
13,biba,printed round neck straight fit womens kurta - indigo,"Size:32,34,36,38,40,42,46","Rs
1599",959,40% off,Indianwear-Women
14,stop,printed mandarin collar straight fit womens kurta - peach,"Size:S,M,L,X-Large,X-Small,XXX-Large","Rs
799",399,50% off,Indianwear-Women
15,kashish,embroidered viscose blend v neck womens ethnic set - dusty pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,3499,Nan,Indianwear-Women
16,infuse,printed round neck rayon womens strap dress - olive,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
999",399,60% off,Indianwear-Women
17,ziyaa,floral mandarin crepe womens ethnic set - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3233",1131,65% off,Indianwear-Women
18,juniper,floral rayon moss collar neck womens a line dress - black,"Size:Large,Medium,Small","Rs
3499",874,75% off,Indianwear-Women
19,indya,embellished georgette round neck womens kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3200",1600,50% off,Indianwear-Women
20,biba,printed cotton round neck womens salwar kurta dupatta set - pink,"Size:32,34,36,38,42","Rs
4995",3496,30% off,Indianwear-Women
21,ziyaa,printed crepe round neck womens straight kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1523",533,65% off,Indianwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Indianwear-Women
23,janasya,printed mandarin regular fit womens tunic - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1398",699,50% off,Indianwear-Women
24,juniper,womens maroon rayon gold foil print asymmetric dress with belt & functional pockets - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2098",1049,50% off,Indianwear-Women
25,biba,printed v neck cotton womens kurta palazzo - peacock,"Size:32,34,36,38,40,42","Rs
3799",2659,30% off,Indianwear-Women
0,stop,embroidered rayon round neck womens regular tunic - lavender,"Size:XL,Large,Medium,Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
1,ziyaa,embellished rayon mandarin womens salwar kurta dupatta set - maroon,"Size:Large,X-Large,XX-Large,XXX-Large","Rs
3621",1448,60% off,Indianwear-Women
2,stop,embroidered rayon womens full length palazzo - black,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
999",399,60% off,Indianwear-Women
3,kashish,embroidered viscose blend round neck womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
4,juniper,embroidered rayon round neck womens straight kurta - wine,"Size:Large,Medium,Small,X-Large","Rs
2299",689,70% off,Indianwear-Women
5,haute curry,full length cotton woven womens pants - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1199",599,50% off,Indianwear-Women
6,janasya,chevron crepe round neck womens kurta palazzo set - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
2949",1327,55% off,Indianwear-Women
7,varanga,printed round neck cotton womens a-line kurta - rust,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3999",1399,65% off,Indianwear-Women
8,stop,printed cambric round neck womens calf length kurta - off white,"Size:S,M,L,X-Large,X-Small","Rs
1499",749,50% off,Indianwear-Women
9,varanga,embroidered round neck silk blend womens ethnic set - red,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
6999",1749,75% off,Indianwear-Women
10,ziyaa,floral crepe round neck womens straight kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1458",656,55% off,Indianwear-Women
11,varanga,mandarin flared designer womens kurtas - mustard,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
3599",1079,70% off,Indianwear-Women
12,kashish,embroidered viscose blend round neck womens straight kurta - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1999",999,50% off,Indianwear-Women
13,stop,embroidered flared fit cotton womens casual wear palazzo - maroon,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
999",399,60% off,Indianwear-Women
14,juniper,printed georgette round neck womens tiered dress - yellow,"Size:Large,Medium","Rs
3399",1529,55% off,Indianwear-Women
15,juniper,printed silk round neck womens salwar kurta dupatta set - red,"Size:Large,Medium,Small,X-Large","Rs
4799",1919,60% off,Indianwear-Women
16,varanga,printed v-neck cotton womens straight kurta - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2999",899,70% off,Indianwear-Women
17,ziyaa,floral mandarin rayon womens ethnic set - peacock,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2435",974,60% off,Indianwear-Women
18,yuris,stripes cotton boat neck womens regular kurta - multi,"Size:XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
19,stop,solid flared fit rayon womens casual wear palazzo - maroon,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
799",319,60% off,Indianwear-Women
20,aurelia,solid cotton flex mandarin womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1049",629,40% off,Indianwear-Women
21,kashish,embroidered viscose blend round neck womens ethnic set - dusty pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,3299,Nan,Indianwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Indianwear-Women
23,myshka,solid cotton round neck womens kurta palazzo set - navy,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
3999",599,85% off,Indianwear-Women
24,juniper,embroidered chiffon round neck womens tiered kurta - blue,"Size:X-Large,XX-Large","Rs
2599",1299,50% off,Indianwear-Women
25,sanaa,printed rayon mandarin womens kurti - mustard,"Size:Medium,Small,XX-Large","Rs
1699",849,50% off,Indianwear-Women
0,stop,solid rayon round neck womens calf length kurta - blue,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
999",399,60% off,Indianwear-Women
1,biba,printed cotton round neck womens kurta palazzo set - dusty rose,"Size:32,34,36,38,40,42","Rs
2599",1559,40% off,Indianwear-Women
2,stop,mandarin collar womens kurta - teal,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1199",479,60% off,Indianwear-Women
3,indya,stripes cotton collar neck womens midi dress - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1950",975,50% off,Indianwear-Women
4,juniper,womens black rayon gold foil print flared palazzo - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1699",679,60% off,Indianwear-Women
5,juniper,printed georgette round neck womens flared dress - gold,"Size:Large,Medium,Small,X-Large","Rs
2299",1034,55% off,Indianwear-Women
6,janasya,floral round neck regular fit womens kurta - blue,"Size:Medium,Small,X-Small,XX-Large","Rs
1649",659,60% off,Indianwear-Women
7,juniper,printed rayon round neck womens straight kurta - pink,"Size:Large,Medium","Rs
1699",764,55% off,Indianwear-Women
8,haute curry,printed round neck regular womens tunics & tops - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
699",349,50% off,Indianwear-Women
9,stop,printed rayon womens 3/4th sleeves kurta - teal,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1199",479,60% off,Indianwear-Women
10,haute curry,lapel collar rayon regular womens dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
11,kashish,embroidered mandarin viscose blend womens kurta palazzo set - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,2799,Nan,Indianwear-Women
12,myshka,printed cotton round neck womens kurta palazzo set - brown,"Size:Large,Medium,Small,X-Large","Rs
2999",749,75% off,Indianwear-Women
13,stop,printed cotton mandarin womens knee length kurta - grey,"Size:XL,Large,Medium,Small,X-Small,XX-Large,XXX-Large","Rs
799",559,30% off,Indianwear-Women
14,myshka,printed cotton blend round neck womens kurta palazzo set - black,",Medium,Small,X-Large,XX-Large","Rs
3299",824,75% off,Indianwear-Women
15,infuse,printed cotton mandarin neck womens straight fit kurta - maroon,"Size:Large,Medium,Small,X-Large,X-Small","Rs
799",319,60% off,Indianwear-Women
16,indya,shraddha kapoor for indya sage mirror embroidered georgette saree - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3200",1600,50% off,Indianwear-Women
17,haute curry,round neck rayon regular womens dress - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
18,stop,v neck womens kurta - peach,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1199",599,50% off,Indianwear-Women
19,juniper,embroidered chanderi round neck womens kurta palazzo set - blue,"Size:Large,Medium,Small,X-Large","Rs
4199",1679,60% off,Indianwear-Women
20,stop,solid cotton lycra womens full length palazzos - natural,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large","Rs
999",399,60% off,Indianwear-Women
21,juniper,mandarin neck rayon a-line womens salwar kurta dupatta set - green,"Size:Large,Medium,X-Large,X-Small,XX-Large","Rs
3646",2187,40% off,Indianwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Indianwear-Women
23,myshka,solid cotton regular fit womens casual trousers - black,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1099",494,55% off,Indianwear-Women
24,biba,womens grey cotton straight kurta - grey,"Size:32,34","Rs
1299",649,50% off,Indianwear-Women
25,juniper,embroidered rayon round neck womens kurta palazzo set - red,"Size:Large,Medium,Small,X-Large","Rs
3899",1559,60% off,Indianwear-Women
0,myshka,printed round neck womens kurti - purple,",Medium,Small,X-Large,XX-Large","Rs
3999",799,80% off,Indianwear-Women
1,stop,solid flex womens full length palazzos - black,Size:Small/Medium,"Rs
799",319,60% off,Indianwear-Women
2,stop,printed rayon womens full length palazzo - grey,"Size:2XL/3XL,Large/X-Large,Small/Medium","Rs
899",449,50% off,Indianwear-Women
3,juniper,floral mandarin neck chiffon womens tiered dress - black,"Size:Large,Medium,Small","Rs
2098",1678,20% off,Indianwear-Women
4,biba,printed round neck a-line womens kurta - black,Size:38,"Rs
2599",1299,50% off,Indianwear-Women
5,ziyaa,printed rayon mandarin womens straight kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1970",788,60% off,Indianwear-Women
6,myshka,printed round neck womens kurti - multi,"Size:Medium,Small,XX-Large","Rs
2499",749,70% off,Indianwear-Women
